Player,AB,R,H,1B,2B,3B,HR,RBI,BB,K,SB,CS,AVG,OBP,SLG,FPTS
Rafael Ortega OF | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jhonny Severino 3B | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jacob Berry 2B | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aaron McKeithan C | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fenwick Trimble OF | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diego Gonzalez 3B | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chad Oberacker OF | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shane Hoelscher 3B | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paul Hoenecke 3B | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tayden Hall C | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carter Trice C | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rehiner Cordova 3B | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wandy Asigen SS | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jean Carmona 2B | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jason Pineda 1B | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delvin Zinn SS | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luke Brown OF | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cam Clayton SS | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jesus Bugarin OF | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben Gamel OF | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cristian Pache OF | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chase Valentine SS | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Armond Upshaw OF | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abraham Almonte OF | NYM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Osvaldo Abreu SS | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Javeon Cody OF | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D.K. Carey OF | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jimmy Pickens OF | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grant Lavigne 1B | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rixon Taylor-Wingrove 1B | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyler Rodriguez 3B | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eduarqui Fernandez OF | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matt Oberste 1B | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Juan Corniel SS | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joantgel Segovia OF | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marcos Castanon 2B | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daiverson Gutierrez C | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delvin Perez 3B | STL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wilfred Astudillo C | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yassel Soler 3B | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T.J. Bennett 3B | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Riley Delgado SS | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Noah Perio SS | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yeison Coca SS | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jonathan Arauz 3B | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charcer Burks OF | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brent Diaz C | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Will Frizzell 1B | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Evan Marzilli OF | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jonathan Willems 2B | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cade McGee 3B | STL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Micah McDowell OF | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blake Tiberi 3B | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashton Creal OF | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ivan Luciano C | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jonathan Johnson 2B | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bladimir Restituyo OF | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dario Pizzano OF | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reidy Mercado OF | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kendall Simmons 2B | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yosmany Guerra SS | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Josue De Paula OF | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chase Simpson 3B | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eric Yang C | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wladimir Galindo 1B | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scott Bandura OF | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matt Jones C | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jack Rogers OF | WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cooper Pratt SS | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rafael Morel SS | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eddy Rodriguez OF | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyler Hill OF | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyler Bortnick SS | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alexander Palma OF | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collin Ferguson 1B | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kyle Datres 3B | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robert Perez 1B | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eric Hartman OF | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luis Guanipa OF | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jared Carr OF | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yairo Padilla SS | STL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chad Spanberger OF | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kai Roberts OF | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Omar De Los Santos OF | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John Silviano 1B | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yadir Drake OF | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Samuel Munoz OF | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alex Lodise SS | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jin-De Jhang C | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrew Salas OF | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Deivy Castillo OF | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John Norwood OF | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gage Miller 2B | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KD Kang OF | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James Kennedy C | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Riley Mahan SS | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tre Carter OF | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Franchy Cordero OF | WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrew Bechtold 3B | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caleb Ricketts C | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emerson Landoni 2B | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christopher De La Cruz OF | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nick Morabito OF | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cade Hunter C | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kevin Kiermaier OF | LAD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brendan Jones OF | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cristian Gomez SS | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben Ruta OF | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Drew Campbell OF | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brad Miller DH | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ricky Oropesa 1B | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jonny Homza 3B | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Logan Hill OF | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caleb Lomavita C | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David Freitas C | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brandon Bednar 3B | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clay Dungan SS | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alfonso Rivas 1B | STL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adolfo Sanchez OF | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wander Franco 3B | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris Harvey 1B | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R.J. Yeager 1B | STL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carter Bins C | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jesus Ordonez C | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jose Escobar SS | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Parker Morin C | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kevin Bazzell C | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andy Sugilio OF | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tres Gonzalez OF | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hendrik Clementina C | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jared Dupere OF | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marcus Mooney SS | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alexander Ramirez OF | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alberto Barriga C | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tres Barrera C | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charlie Culberson 3B | ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Chavis 2B | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kevin Cornelius 1B | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shane Opitz SS | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eli Lovich OF | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jesse Franklin OF | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kevin Sim 3B | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Freddy Zamora SS | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emanuel Andrews OF | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tony Blanco 1B | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dominic Miroglio C | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mahki Backstrom 1B | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jonah Cox OF | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ethan Wilson OF | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rod Boykin OF | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andy Thomas C | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paul McIntosh C | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jared Walker 3B | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Austin Davidson 1B | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moises Perez SS | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greyson Jenista OF | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yusniel Diaz OF | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bennett Hostetler SS | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Edwin Figuera SS | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alejandro Salazar SS | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zavier Warren OF | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Connor Myers OF | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Antonio Jimenez SS | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bryan Rincon SS | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zachary Zubia 1B | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Connor Owings 2B | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jesus Made SS | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dan Black 1B | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mark Minicozzi 3B | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bryan Mejia 2B | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Junior Franco OF | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brandon Brosher C | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Juan Tomas SS | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Justin Guerrera SS | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leandro Pineda OF | WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jesus Chirinos 1B | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grenny Cumana SS | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haydn McGeary 1B | CHC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wyatt Crenshaw OF | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KC Serna SS | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blake Wright SS | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kevin Graham OF | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jacob Pearson OF | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luke Dykstra 2B | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jack Brannigan SS | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brady Shoemaker OF | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Drew Ellis 1B | PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gage Canning OF | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carson Benge OF | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eudy Pina OF | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yorlis Rodriguez 3B | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Josh Adamczewski 2B | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TJayy Walton OF | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luke Adams 1B | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Griffin Burkholder OF | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Johan Camargo SS | SF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jonah Davis OF | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Henry Castillo 2B | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Austin Upshaw 2B | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carlos Virahonda C | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zach Clark OF | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kale Fountain 1B | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Trautwein C | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Edward Florentino OF | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Todd Czinege 3B | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Angel Cepeda SS | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heiker Meneses 2B | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Josue Huma 3B | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jake Henson C | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ethan Hedges 3B | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jesus Rodriguez C | SF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.J. Hilson OF | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trey Harris OF | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hunter Stovall 2B | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brett Langhorne 3B | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyler Alamo 1B | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manuel Garcia C | ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dyron Campos OF | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gabriel Rincones OF | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jan Vazquez C | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jesus Hernandez SS | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E.J. Exposito SS | ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sabin Ceballos 3B | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lorenzo Quintana C | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darrien Miller C | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C.J. McElroy OF | STL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jonathan Machado OF | STL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luis Asuncion OF | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jim Jarvis SS | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hedbert Perez OF | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeff Howell C | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brock Wilken 3B | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matt Reynolds 3B | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Garrett Weber SS | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeyner Baez C | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyler Marlette C | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jantzen Witte 1B | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mack Chambers SS | STL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jack Sundberg OF | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David Peralta OF | SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ronny Sanchez 3B | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jay Jabs 3B | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ching-Hsien Ko OF | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nick Northcut 3B | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stone Garrett DH | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ian Lewis 2B | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yunesky Sanchez SS | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jett Williams SS | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben Aklinski OF | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeren Kendall OF | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jose Anderson OF | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luis Sanchez SS | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adrian Hernandez OF | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taylor Kohlwey OF | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jared Thomas OF | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D'Arby Myers OF | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darius Hill OF | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Isan Castillo SS | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chase Strumpf 1B | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brandol Mezquita OF | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caleb Ramsey OF | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mitch Jebb SS | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luis Verdugo SS | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aiva Arquette SS | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jacob Scavuzzo OF | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe Naranjo 1B | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cade Fergus OF | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diego Tornes OF | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Drew Mount OF | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Murf Gray 3B | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ethan Paul SS | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ethan Skender SS | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Felix Valerio OF | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Won-Bin Cho OF | STL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan Viars OF | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robbie Podorsky OF | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alirio Ferrebus C | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rodolfo Castro 2B | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yendry Rojas 2B | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ivan Murzi C | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yan Gomes C | CHC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dasan Brown OF | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lolo Sanchez OF | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Logan Wyatt 1B | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trevor Schwecke SS | PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Noah Miller SS | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thomas Jones OF | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dangelo Sarmiento 2B | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel Marte OF | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heath Holder OF | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Junior Sosa OF | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James Tibbs OF | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
